Age,Gender,Marital Status,Education Level,Employment Status,Credit Utilization Ratio,Payment History,Number of Credit Accounts,Loan Amount,Interest Rate,Loan Term,Type of Loan
22,Male,Divorced,Master,Self-Employed,0.44,2827.1,6,3635279,1.56,36,Education Loan
51,Female,Widowed,Master,Employed,0.79,2152.0,9,4046423,2.91,60,Education Loan
23,Male,Widowed,PhD,Self-Employed,0.28,2365.9,13,531397,8.21,48,Education Loan
19,Male,Married,PhD,Self-Employed,0.14,1278.9,3,802425,5.79,12,Education Loan
30,Male,Divorced,Bachelor,Employed,0.31,2614.1,1,3120997,3.33,36,Auto Loan
60,Female,Widowed,PhD,Employed,0.85,1149.0,1,3914413,1.97,60,Personal Loan
60,Female,Married,PhD,Self-Employed,0.09,504.1,13,1576772,1.7,12,Home Loan
65,Male,Married,PhD,Self-Employed,0.99,1441.0,3,3011179,3.21,48,Education Loan
28,Female,Married,PhD,Self-Employed,0.54,1926.9,10,62066,7.67,36,Education Loan
68,Male,Widowed,High School,Self-Employed,0.98,1696.8,5,2481146,4.41,36,Home Loan
64,Female,Divorced,PhD,Employed,0.94,2655.2,3,268480,6.54,36,Home Loan
40,Male,Single,High School,Employed,0.45,763.5,9,4193005,7.93,12,Education Loan
33,Male,Married,High School,Self-Employed,0.2,1884.6,8,3762331,4.36,12,Home Loan
48,Female,Widowed,PhD,Unemployed,0.16,1782.4,3,1021214,2.84,12,Home Loan
28,Male,Widowed,Master,Unemployed,0.24,1203.5,9,4090554,5.12,12,Auto Loan
33,Female,Single,High School,Employed,0.71,2555.6,13,4181364,7.86,60,Home Loan
25,Female,Single,Master,Self-Employed,0.27,2382.1,6,1945822,7.13,24,Personal Loan
21,Male,Widowed,Master,Self-Employed,0.34,2332.1,13,2583937,1.96,60,Personal Loan
57,Male,Divorced,PhD,Employed,0.45,2690.5,7,4207739,6.35,36,Personal Loan
21,Female,Single,Bachelor,Unemployed,0.91,2307.0,4,1946513,5.5,60,Education Loan
42,Male,Widowed,PhD,Unemployed,0.19,1079.6,4,3315742,7.85,48,Personal Loan
20,Male,Single,Bachelor,Unemployed,0.01,2263.9,12,1480851,2.36,12,Auto Loan
49,Male,Divorced,Bachelor,Employed,0.06,1269.3,13,722917,5.24,48,Personal Loan
20,Male,Married,PhD,Unemployed,0.9,1105.4,2,2945973,7.66,48,Education Loan
44,Male,Single,PhD,Employed,0.65,682.5,5,2946598,4.37,36,Auto Loan
46,Female,Divorced,Bachelor,Employed,0.27,2360.1,8,4496745,4.87,12,Personal Loan
49,Female,Widowed,PhD,Self-Employed,0.18,2277.5,7,2667179,1.99,48,Auto Loan
67,Male,Single,Bachelor,Unemployed,0.29,1086.2,7,1461511,3.45,36,Auto Loan
68,Male,Single,Master,Employed,0.11,2373.4,6,2710993,3.77,12,Education Loan
36,Male,Widowed,PhD,Unemployed,0.94,2794.6,3,4212618,8.12,24,Education Loan
38,Female,Married,Master,Unemployed,0.78,770.1,5,628119,3.48,36,Auto Loan
22,Male,Widowed,High School,Self-Employed,0.46,1081.6,13,4017324,4.73,60,Personal Loan
35,Female,Single,Master,Unemployed,0.86,2375.7,1,3525530,6.2,12,Education Loan
45,Female,Widowed,Master,Self-Employed,0.25,1186.3,7,2929697,2.64,48,Auto Loan
59,Female,Divorced,Bachelor,Employed,0.72,2061.7,9,651462,4.91,48,Home Loan
39,Male,Widowed,Master,Unemployed,0.86,702.9,1,2337089,6.67,60,Home Loan
38,Female,Single,PhD,Employed,0.36,1630.5,13,554653,7.57,60,Education Loan
23,Male,Widowed,Bachelor,Unemployed,0.76,2347.7,2,4505477,5.88,48,Personal Loan
18,Female,Married,High School,Employed,0.3,2216.3,3,403186,6.18,12,Home Loan
22,Male,Widowed,PhD,Unemployed,0.3,2537.7,3,3765490,2.38,36,Home Loan
58,Female,Married,High School,Unemployed,0.11,2693.6,8,4544666,8.12,60,Home Loan
29,Male,Divorced,Master,Unemployed,0.44,2433.0,7,3314299,2.43,60,Personal Loan
43,Female,Married,PhD,Unemployed,0.73,2179.0,6,4969691,6.92,60,Personal Loan
63,Male,Widowed,PhD,Unemployed,0.94,579.3,10,772790,3.35,24,Education Loan
51,Male,Single,High School,Unemployed,0.6,1837.4,10,1760093,8.04,12,Education Loan
66,Male,Married,PhD,Unemployed,0.86,594.2,11,1230682,6.54,12,Home Loan
31,Male,Divorced,PhD,Unemployed,0.82,2520.2,4,2905018,6.78,12,Personal Loan
43,Female,Married,PhD,Unemployed,0.17,1301.8,9,617317,3.03,12,Auto Loan
62,Female,Married,Master,Employed,0.49,1906.1,1,2110923,4.6,12,Home Loan
44,Male,Married,High School,Self-Employed,0.12,1198.6,11,1703675,5.82,48,Education Loan
26,Female,Divorced,PhD,Unemployed,0.68,2456.3,2,984303,6.89,60,Personal Loan
43,Male,Widowed,Bachelor,Self-Employed,0.95,2716.3,14,4004417,2.23,48,Education Loan
64,Male,Married,Bachelor,Unemployed,0.14,1496.6,4,330580,8.24,24,Education Loan
39,Female,Married,Bachelor,Unemployed,0.73,2657.3,3,3263507,7.73,36,Personal Loan
64,Male,Single,Bachelor,Employed,0.63,1167.7,1,4853483,3.39,60,Home Loan
47,Male,Divorced,Master,Employed,0.58,1836.7,5,2886237,7.26,24,Personal Loan
60,Female,Married,PhD,Self-Employed,0.39,2646.9,7,3641047,5.13,48,Home Loan
65,Male,Divorced,High School,Employed,0.36,1314.7,2,4983064,4.73,36,Education Loan
34,Male,Married,PhD,Employed,0.05,2885.1,5,1046658,3.7,24,Personal Loan
43,Male,Widowed,Master,Self-Employed,0.22,804.7,6,490674,5.57,36,Auto Loan
53,Male,Widowed,Bachelor,Employed,0.02,545.7,11,4757924,6.61,24,Home Loan
18,Female,Married,Master,Unemployed,0.58,2760.3,7,403056,4.38,48,Auto Loan
25,Female,Widowed,PhD,Self-Employed,0.11,671.6,1,4293335,5.9,36,Home Loan
66,Female,Married,High School,Self-Employed,0.87,2979.7,7,3622914,6.4,24,Personal Loan
52,Male,Widowed,Master,Unemployed,0.52,2878.5,4,193024,6.48,48,Auto Loan
69,Male,Single,High School,Employed,0.7,842.6,8,1086048,1.86,60,Personal Loan
32,Female,Single,Master,Self-Employed,0.41,1844.0,13,2167098,7.52,48,Home Loan
64,Male,Single,High School,Self-Employed,0.56,962.3,4,954353,4.71,48,Home Loan
39,Male,Divorced,High School,Unemployed,0.94,1570.4,6,3419413,3.34,60,Home Loan
31,Male,Divorced,Bachelor,Unemployed,0.08,653.6,9,1061341,3.19,48,Home Loan
43,Male,Single,High School,Employed,0.25,1059.8,5,4509522,4.88,60,Education Loan
45,Female,Divorced,Bachelor,Self-Employed,0.78,1408.2,14,3840371,7.71,60,Home Loan
40,Female,Widowed,PhD,Employed,0.1,1596.6,12,1833980,4.15,60,Auto Loan
31,Female,Married,PhD,Employed,0.08,2943.7,4,1976849,6.75,24,Home Loan
41,Male,Married,Bachelor,Unemployed,0.36,2519.7,8,1731742,2.18,36,Personal Loan
19,Female,Married,Bachelor,Self-Employed,0.09,2343.5,13,4877920,4.83,24,Education Loan
62,Female,Single,Master,Self-Employed,0.59,1842.6,9,4570351,8.44,60,Auto Loan
43,Male,Divorced,Master,Self-Employed,0.23,2600.0,4,4723094,6.89,36,Education Loan
31,Male,Widowed,Master,Unemployed,0.9,1348.3,3,3305453,2.97,36,Education Loan
68,Female,Widowed,PhD,Unemployed,0.78,2272.2,8,3635613,5.01,60,Education Loan
24,Female,Single,Master,Unemployed,0.7,2984.5,14,2146491,3.14,36,Personal Loan
20,Female,Widowed,High School,Unemployed,0.62,1286.6,5,3574701,4.37,36,Education Loan
64,Female,Widowed,High School,Unemployed,0.86,2185.0,2,314543,6.96,24,Education Loan
40,Male,Widowed,Master,Self-Employed,0.22,2610.8,10,3986173,6.9,36,Home Loan
63,Female,Widowed,High School,Employed,0.87,2789.5,9,3122261,3.1,60,Personal Loan
60,Female,Divorced,PhD,Self-Employed,0.79,2294.8,3,1466498,7.96,12,Auto Loan
64,Male,Widowed,High School,Employed,0.75,1209.0,12,3707925,5.65,12,Auto Loan
62,Female,Married,PhD,Unemployed,0.56,1315.7,2,4178986,4.16,12,Auto Loan
35,Male,Single,Bachelor,Employed,0.25,551.9,1,4723297,5.01,60,Personal Loan
55,Male,Divorced,Bachelor,Self-Employed,0.42,2402.2,14,3101287,5.74,12,Auto Loan
